filename,ERB,roughness,maxSalience,meanSalience,maxGradient,meanGradient
1760Hz_22050Hz_200ms.wav,0.611664015424928,0.744040289353256,0.960298902299939,0.257675568007145,0.0666538523074705,0.000226814324009289
440Hz_22050Hz_200ms.wav,0.668794850280985,0.730990345972418,0.985045233952752,0.241434030517546,0.0774888748457219,0.000267877426307557
P3A01.WAV,1.42253733481941,0.705930158671222,0.873742369387762,0.212581147366605,0.0472020021327511,8.12999792331929e-05
P3A02.WAV,1.27290152153781,0.705684980045365,1.31172470846472,0.237184036629248,0.0431615649731086,0.00011296621413983
P3A03.WAV,1.47630058550851,0.700016058183312,1.44696371680187,0.241875147193204,0.0495198321392089,0.000162608440453962
P3A04.WAV,1.60323774600839,0.701198609798586,1.05540750164517,0.278252565499919,0.0490216258691978,0.000158462272166335
P3A05.WAV,1.84571631784152,0.714752573775493,1.17784243897382,0.257755042708445,0.0490650431543805,0.000124128051329021
P3A06.WAV,1.60339156728934,0.709632254247639,1.39336371454963,0.227613245939402,0.0360620959341049,6.95313851079199e-05
P3A07.WAV,1.37809980167391,0.70814411363172,1.1213606645959,0.239500907825666,0.0519523059661611,4.97507441651379e-05
P3A08.WAV,1.66481921779244,0.715610901924828,1.67984502474912,0.258351622398247,0.0482643463921992,0.000120387861436491
P3A09.WAV,1.5935488713207,0.716413862034232,1.38611807720396,0.249117358010269,0.0365319782613589,0.000113485174124271
P3A10.WAV,1.44315426341525,0.704192539049291,1.26285628921046,0.259862446750927,0.0482476526179785,0.000151490091193825
P3A11.WAV,1.7993456855014,0.716116697483911,1.17545452356657,0.248111532882965,0.0496955555608866,0.000109240349830008
P3A12.WAV,1.7723455721995,0.725127436909152,1.31369369736536,0.271102839217151,0.0433797949612282,0.00013711645896455
P3A13.WAV,1.55770800709327,0.715553883871124,1.24732768809779,0.275305937406645,0.0416434701347343,0.000123649241853407
P3A14.WAV,1.74114282498027,0.722226691835108,1.24476823267252,0.266654745636311,0.0421714363783262,0.000128453719013056
P3A15.WAV,1.36410518052424,0.706047750274134,1.17006771951685,0.248173722155901,0.0425046345007883,8.87493226366361e-05
P3A16.WAV,2.09163246345144,0.714200723095084,1.23954832119994,0.250367958672104,0.0374473559518891,9.57728095187587e-05
P3A17.WAV,1.26559270248086,0.702428679088407,1.00228576020515,0.24435425832124,0.0379280190227708,7.56255348138574e-05
P3A18.WAV,1.14034858856334,0.709903530869543,1.25530453609672,0.246179144380454,0.0414500442932405,9.61156473286332e-05
P3A19.WAV,1.49145290223388,0.701798188163621,1.06636167045434,0.2255584801844,0.042117488919616,0.000116158465418058
P3A20.WAV,1.45274425091905,0.705228831499463,1.03830118178778,0.246589209471095,0.0354167330333819,7.96780794690789e-05
P3A21.WAV,1.26341943022178,0.686181187680245,1.52755906977345,0.247669087213708,0.0488397194775231,0.000169584541186901
P3A22.WAV,1.44832875294014,0.715903039318958,1.20688656275543,0.228528228807492,0.0502145191299434,0.000131882508557664
P3A23.WAV,1.50759981849456,0.699243487083653,1.09455247704548,0.26203676058211,0.0408842612834392,0.000104777264651013
P3A24.WAV,1.54804078422664,0.707387872833211,1.22093801164734,0.272751594645874,0.044348991339942,0.000124176433727481
P3A25.WAV,1.38152068363691,0.707517445737126,1.09924012478554,0.261418415748293,0.0486390174849047,0.000118074490864541
P3A26.WAV,1.74898279181333,0.714839881362977,1.23312457731444,0.292638733195229,0.0348343578753108,5.17122372270673e-05
P3A27.WAV,1.04780228282036,0.699271176688201,1.48241761230406,0.245534093783841,0.0432037235908261,9.83319353082459e-05
P3A28.WAV,1.10638216763865,0.713873139899347,1.36218151545363,0.227656935039291,0.0351031999174291,7.41538950388275e-05
P3A29.WAV,1.08849414351538,0.714783539175956,1.28595263105723,0.20551747622745,0.0317949433966169,7.216374052905e-05
P3A30.WAV,1.22812237430941,0.720056432603365,1.21376527084805,0.23250689827929,0.0388134232215154,8.46700358560315e-05
P3A31.WAV,1.85864104006146,0.717992933891683,1.41252479031302,0.291543277105715,0.0413317393431943,3.70640316872718e-05
P3A32.WAV,1.94647946028924,0.717188388137194,1.27612132468704,0.234134043410002,0.031574998541028,4.9721195198773e-05
P3A33.WAV,1.84146333493208,0.698666616075624,1.24643249218063,0.244196532584247,0.0416718784727733,8.4225724246268e-05
P3A34.WAV,1.76943137572691,0.711753879669387,1.12356365926735,0.204320935965482,0.0387528017748323,8.0598793436442e-05
P3A35.WAV,1.31432833006391,0.715374434149714,1.54952351331066,0.270403174827305,0.0325576595461647,4.79488004866835e-05
P3A36.WAV,1.82802586650339,0.716239899296496,1.32978995827437,0.236461730027817,0.0300758088216981,3.92260203601227e-05
P3A37.WAV,1.6001565950446,0.704882029618127,1.27898468136282,0.201609717498038,0.046207086713037,0.000139350595043964
P3A38.WAV,1.59041933125869,0.716115060345308,1.27644389446596,0.223516951509685,0.046094172777782,0.000125262292527266
P3A39.WAV,1.6003932443326,0.723109019494476,1.47205945739009,0.248015722827835,0.0392663876679898,4.17466006256219e-05
P3A40.WAV,0.984445053074311,0.695127896266984,1.19301913478118,0.209962196560847,0.043364352937462,0.000124046988767929
P3A41.WAV,1.18103795852435,0.724476717416551,1.05141406583146,0.241829438801093,0.0419906386789157,0.000113985022363296
P3A42.WAV,1.10723595550769,0.737220154281878,0.982222124556157,0.200190843054809,0.0388385108567049,0.000109085178885378
P3A43.WAV,1.15824981383719,0.70192539147634,1.23646357069455,0.257995121190557,0.0318367704575989,7.16501583924489e-05
P3A44.WAV,1.12611160587638,0.710372069405734,1.20662395474642,0.255386829146619,0.0344572300883195,4.13793804967318e-05
P3A45.WAV,1.23173681585864,0.716396781171375,0.989364305515903,0.280820146238611,0.0605983624972478,-3.33582635464104e-05
P3A46.WAV,1.23148005963016,0.719455902538732,1.08314951580723,0.288041605910435,0.0511866560673937,-3.31116012631861e-05
P3A47.WAV,1.17485997543781,0.717682712929492,1.11771245226789,0.217919878249166,0.0525106035502103,9.45744958807933e-05
P3A48.WAV,1.63551806234125,0.712739929460662,1.14424946237149,0.307155476572749,0.0400007612552761,1.93957566048e-05
P3A49.WAV,1.13265994609243,0.707409152169598,1.25380808194823,0.267525944725485,0.0422886217045146,2.68104800076964e-05
P3A50.WAV,1.33355465531184,0.716950245747755,1.05574701940823,0.270936164499355,0.0364156213714495,3.00891033718554e-05
break_01.wav,1.42489191812205,0.719333216089215,1.66007117525497,0.160685050540048,0.0360415638499676,7.33719011881362e-06
break_03.wav,4.4804620608982,0.744177406119542,1.33562011251885,0.185780536540427,0.0567687022942755,-5.60602679264475e-06
break_04.wav,1.56099323676233,0.720501539536993,1.45906808238205,0.151889384056052,0.0376066760028878,1.15227396088523e-06
break_05.wav,1.03539231498236,0.719629345988457,1.41975809977206,0.180766485111359,0.0502168130990553,4.33260303752043e-06
break_06.wav,2.65609235946142,0.713338232147205,1.53329916920814,0.139574875686461,0.0365277482956663,8.81184286080507e-06
break_07.wav,1.81790331180677,0.726392052499869,1.52214447317203,0.208255801741633,0.0307418429825672,1.22080066716226e-06
break_08.wav,1.87231756450793,0.72186032104898,1.43870594084461,0.17076403904604,0.0339293514542971,4.42993906407552e-06
break_09.wav,1.87748515328449,0.709973436166487,1.28820332273345,0.215406662521816,0.0322562350515954,4.86093410955639e-06
cymbol_01.wav,5.79765815348859,0.729078605014916,1.50512247829627,0.124911121608889,0.0634664989649044,2.38287100243671e-05
cymbol_03.wav,2.80639961089457,0.719221433660454,1.77841124867528,0.175300144202148,0.0414469679183122,4.66451172374997e-06
cymbol_05.wav,2.6299240998395,0.704009835740981,1.5237508711259,0.160026656726151,0.0287778734584119,3.23455572366608e-06
cymbol_06.wav,3.40178900676831,0.72863183655497,1.72908850303721,0.17871051373546,0.0392920171471104,7.12189912261485e-06
cymbol_07.wav,2.94825976371047,0.721170388849318,1.56343835735094,0.145540242168123,0.0449150204864345,9.00607430751322e-06
cymbol_08.wav,2.98387023870002,0.721345801708277,1.56069443072182,0.145684902106591,0.0270247362250304,6.21369459218615e-06
cymbol_09.wav,1.58997079955293,0.71438525873499,1.67233897057945,0.143411938320874,0.027997625889502,-8.25254073111665e-07
